iter	Passed	Remaining
214	354	1295
215	355	1290
216	356	1285
217	357	1280
218	357	1275
219	358	1271
220	359	1267
221	360	1264
222	361	1260
223	362	1255
224	363	1251
225	363	1246
226	364	1241
227	365	1236
228	365	1232
229	366	1227
230	367	1223
231	368	1218
232	368	1214
233	369	1209
234	370	1205
235	371	1201
236	371	1197
237	372	1192
238	373	1189
239	374	1185
240	375	1181
241	375	1176
242	376	1172
243	377	1168
244	377	1164
245	378	1160
246	379	1156
247	379	1152
248	380	1147
249	381	1143
250	381	1139
251	382	1135
252	383	1131
253	384	1127
254	384	1124
255	385	1120
256	386	1116
257	386	1112
258	387	1108
259	388	1105
260	389	1102
261	389	1098
262	390	1094
263	391	1091
264	392	1087
265	392	1083
266	393	1079
267	394	1076
268	394	1072
269	395	1069
270	396	1065
271	396	1061
272	397	1058
273	398	1055
274	399	1052
275	399	1048
276	400	1045
277	401	1042
278	402	1039
279	402	1036
280	403	1033
281	404	1030
282	405	1027
283	406	1024
284	407	1021
285	407	1018
286	408	1015
287	409	1012
288	410	1009
289	411	1007
290	412	1005
291	413	1002
292	414	999
293	415	996
294	415	993
295	416	990
296	417	987
297	418	986
298	420	984
299	421	982
300	421	979
301	422	977
302	423	975
303	424	972
304	425	970
305	427	968
306	428	967
307	429	964
308	430	962
309	431	960
310	432	959
311	434	957
312	435	955
313	436	953
314	437	951
315	438	949
316	439	947
317	440	945
318	441	942
319	442	940
320	443	939
321	445	937
322	445	934
323	447	932
324	448	930
325	449	929
326	450	927
327	452	926
328	453	924
329	454	922
330	455	919
331	456	918
332	457	916
333	458	913
334	459	911
335	460	909
336	461	907
337	462	905
338	463	903
339	464	902
340	465	899
341	466	897
342	467	895
343	468	893
344	469	892
345	470	890
346	471	888
347	472	885
348	473	883
349	474	881
350	475	879
351	477	878
352	478	876
353	479	875
354	480	873
355	482	872
356	483	870
357	484	868
358	485	866
359	486	865
360	488	864
361	489	862
362	490	861
363	491	859
364	492	857
365	494	855
366	495	854
367	496	852
368	497	851
369	499	850
370	500	848
371	501	846
372	502	844
373	503	842
374	504	841
375	505	839
376	506	837
377	507	835
378	509	834
379	511	833
380	511	831
381	513	830
382	514	829
383	515	827
384	517	825
385	518	824
386	519	822
387	520	821
388	521	819
389	523	819
390	525	818
391	527	817
392	528	815
393	529	814
394	530	812
395	531	810
396	532	808
397	533	807
398	534	805
399	535	803
400	536	801
401	537	799
402	538	798
403	539	796
404	541	795
405	542	793
406	543	791
407	544	789
408	545	787
409	546	785
410	547	784
411	548	782
412	549	780
413	550	778
414	551	776
415	552	775
416	553	773
417	554	771
418	555	770
419	556	768
420	557	767
421	558	765
422	559	763
423	560	761
424	561	759
425	562	757
426	563	756
427	564	754
428	565	752
429	566	750
430	567	749
431	568	747
432	570	747
433	571	745
434	572	743
435	573	742
436	574	740
437	575	738
438	576	736
439	577	734
440	578	733
441	579	731
442	580	729
443	581	727
444	582	726
445	583	724
446	584	722
447	585	721
448	586	719
449	587	718
450	588	716
451	589	714
452	590	712
453	591	710
454	592	709
455	593	707
456	594	705
457	595	704
458	595	702
459	596	700
460	598	699
461	599	697
462	600	696
463	601	694
464	602	692
465	603	691
466	604	689
467	605	687
468	606	686
469	607	684
470	608	683
471	609	681
472	610	679
473	611	678
474	612	676
475	613	674
476	614	673
477	615	671
478	616	670
479	617	668
480	617	666
481	618	665
482	619	663
483	620	661
484	621	660
485	622	658
486	623	657
487	625	655
488	626	654
489	627	652
490	628	651
491	629	649
492	630	648
493	631	646
494	632	645
495	633	643
496	634	642
497	635	640
498	636	638
499	637	637
500	638	635
501	639	634
502	640	632
503	641	631
504	642	629
505	643	628
506	644	626
507	645	625
508	646	623
509	647	621
510	648	620
511	649	618
512	650	617
513	650	615
514	651	613
515	652	612
516	653	610
517	654	609
518	655	607
519	656	606
520	657	604
521	658	603
522	660	602
523	661	600
524	662	599
525	663	597
526	664	596
527	665	594
528	666	593
529	667	591
530	667	589
531	669	588
532	670	587
533	671	585
534	672	584
535	673	582
536	674	581
537	675	580
538	676	578
539	677	577
540	678	575
541	679	574
542	680	572
543	681	571
544	682	569
545	683	568
546	684	567
547	685	565
548	686	564
549	688	562
550	689	561
551	690	560
552	691	558
553	692	557
554	693	555
555	694	554
556	695	552
557	696	551
558	697	549
559	698	548
560	699	547
561	700	545
562	700	544
563	702	542
564	703	541
565	703	539
566	704	538
567	705	536
568	706	535
569	707	533
570	708	532
571	709	530
572	710	529
573	712	528
574	713	527
575	714	526
576	715	524
577	716	523
578	717	522
579	719	521
580	720	519
581	722	518
582	723	517
583	724	515
584	725	514
585	726	513
586	727	512
587	728	510
588	730	509
589	731	508
590	732	506
591	733	505
592	734	504
593	736	503
594	737	501
595	738	500
596	739	499
597	740	497
598	741	496
599	743	495
600	744	494
601	745	492
602	747	491
603	748	490
604	751	490
605	752	489
606	753	488
607	755	486
608	756	485
609	757	484
610	758	483
611	759	481
612	760	480
613	761	478
614	762	477
615	763	476
616	765	474
617	765	473
618	767	472
619	768	470
620	769	469
621	770	467
622	771	466
623	772	465
624	773	463
625	774	462
626	775	461
627	776	459
628	777	458
629	778	457
630	779	455
631	781	454
632	782	453
633	783	452
634	784	450
635	785	449
636	786	448
637	787	446
638	788	445
639	789	444
640	790	442
641	792	441
642	792	440
643	793	438
644	795	437
645	796	436
646	797	435
647	798	433
648	799	432
649	801	431
650	802	430
651	803	428
652	804	427
653	804	425
654	806	424
655	806	423
656	807	421
657	809	420
658	810	419
659	811	418
660	812	416
661	813	415
662	814	414
663	815	412
664	816	411
665	817	410
666	818	408
667	819	407
668	820	406
669	821	404
670	822	403
671	825	402
672	826	401
673	827	400
674	829	399
675	830	397
676	831	396
677	832	395
678	833	393
679	834	392
680	835	391
681	836	389
682	837	388
683	839	387
684	840	386
685	840	384
686	842	383
687	842	382
688	843	380
689	845	379
690	846	378
691	846	376
692	848	375
693	848	374
694	850	373
695	851	371
696	852	370
697	853	369
698	854	368
699	855	366
700	856	365
701	857	364
702	858	362
703	859	361
704	860	360
705	861	358
706	862	357
707	863	356
708	864	354
709	865	353
710	866	352
711	867	350
712	882	355
713	883	353
714	884	352
715	885	351
716	886	349
717	888	348
718	889	347
719	890	346
720	891	344
721	892	343
722	893	342
723	894	340
724	895	339
725	896	338
726	897	337
727	899	335
728	900	334
729	901	333
730	902	332
731	903	330
732	905	329
733	906	328
734	907	327
735	908	326
736	910	324
737	911	323
738	912	322
739	913	320
740	914	319
741	915	318
742	917	317
743	918	315
744	919	314
745	920	313
746	921	312
747	922	310
748	923	309
749	924	308
750	925	306
751	926	305
752	927	304
753	929	303
754	930	301
755	931	300
756	932	299
757	933	298
758	934	296
759	935	295
760	936	294
761	937	292
762	938	291
763	940	290
764	941	289
765	943	288
766	944	287
767	946	286
768	948	284
769	949	283
770	951	282
771	952	281
772	954	280
773	955	279
774	956	277
775	958	276
776	960	275
777	961	274
778	963	273
779	964	272
780	966	271
781	967	269
782	968	268
783	970	267
784	972	266
785	973	265
786	975	263
787	976	262
788	979	261
789	980	260
790	982	259
791	983	258
792	985	257
793	987	256
794	988	254
795	989	253
796	991	252
797	992	251
798	994	250
799	996	249
800	997	247
801	999	246
802	1001	245
803	1002	244
804	1003	243
805	1004	241
806	1007	241
807	1009	239
808	1010	238
809	1011	237
810	1012	236
811	1013	234
812	1015	233
813	1016	232
814	1017	231
815	1019	229
816	1020	228
817	1022	227
818	1023	226
819	1024	224
820	1025	223
821	1027	222
822	1028	221
823	1029	219
824	1030	218
825	1032	217
826	1033	216
827	1035	215
828	1037	214
829	1039	212
830	1040	211
831	1041	210
832	1043	209
833	1044	207
834	1045	206
835	1047	205
836	1048	204
837	1050	203
838	1052	201
839	1053	200
840	1055	199
841	1056	198
842	1057	197
843	1059	195
844	1060	194
845	1061	193
846	1063	192
847	1064	190
848	1065	189
849	1067	188
850	1068	187
851	1069	185
852	1070	184
853	1072	183
854	1073	182
855	1074	180
856	1075	179
857	1076	178
858	1078	176
859	1079	175
860	1080	174
861	1082	173
862	1083	171
863	1084	170
864	1085	169
865	1086	168
866	1087	166
867	1088	165
868	1089	164
869	1090	162
870	1091	161
871	1092	160
872	1094	159
873	1096	158
874	1097	156
875	1099	155
876	1100	154
877	1101	153
878	1102	151
879	1103	150
880	1104	149
881	1106	147
882	1107	146
883	1108	145
884	1110	144
885	1112	143
886	1113	141
887	1115	140
888	1115	139
889	1117	138
890	1118	136
891	1119	135
892	1120	134
893	1121	133
894	1123	131
895	1124	130
896	1126	129
897	1127	128
898	1128	126
899	1129	125
900	1131	124
901	1132	123
902	1133	121
903	1135	120
904	1136	119
905	1137	118
906	1138	116
907	1140	115
908	1141	114
909	1143	113
910	1144	111
911	1145	110
912	1146	109
913	1148	108
914	1149	106
915	1150	105
916	1152	104
917	1154	103
918	1156	101
919	1158	100
920	1160	99
921	1162	98
922	1163	97
923	1165	95
924	1168	94
925	1169	93
926	1171	92
927	1173	91
928	1174	89
929	1175	88
930	1176	87
931	1178	85
932	1179	84
933	1180	83
934	1181	82
935	1183	80
936	1184	79
937	1185	78
938	1187	77
939	1189	75
940	1190	74
941	1191	73
942	1192	72
943	1193	70
944	1194	69
945	1196	68
946	1197	67
947	1198	65
948	1199	64
949	1201	63
950	1203	61
951	1204	60
952	1205	59
953	1207	58
954	1208	56
955	1209	55
956	1210	54
957	1211	53
958	1212	51
959	1213	50
960	1214	49
961	1216	48
962	1217	46
963	1218	45
964	1219	44
965	1220	42
966	1221	41
967	1222	40
968	1223	39
969	1224	37
970	1225	36
971	1226	35
972	1227	34
973	1228	32
974	1229	31
975	1230	30
976	1231	28
977	1232	27
978	1233	26
979	1234	25
980	1235	23
981	1236	22
982	1237	21
983	1238	20
984	1239	18
985	1240	17
986	1241	16
987	1242	15
988	1243	13
989	1244	12
990	1245	11
991	1246	10
992	1247	8
993	1248	7
994	1249	6
995	1251	5
996	1251	3
997	1252	2
998	1253	1
999	1255	0
